,Id,ActivityDay,Calories
471,4445114986,2016-05-10,2181
472,4445114986,2016-05-11,2499
473,4445114986,2016-05-12,1212
474,4558609924,2016-04-12,1909
475,4558609924,2016-04-13,1722
476,4558609924,2016-04-14,1922
477,4558609924,2016-04-15,2121
478,4558609924,2016-04-16,1997
479,4558609924,2016-04-17,2117
480,4558609924,2016-04-18,2116
481,4558609924,2016-04-19,1876
482,4558609924,2016-04-20,1788
483,4558609924,2016-04-21,2486
484,4558609924,2016-04-22,2094
485,4558609924,2016-04-23,2085
486,4558609924,2016-04-24,2173
487,4558609924,2016-04-25,2225
488,4558609924,2016-04-26,2223
489,4558609924,2016-04-27,2098
490,4558609924,2016-04-28,2185
491,4558609924,2016-04-29,1918
492,4558609924,2016-04-30,2105
493,4558609924,2016-05-01,1692
494,4558609924,2016-05-02,2066
495,4558609924,2016-05-03,1953
496,4558609924,2016-05-04,1842
497,4558609924,2016-05-05,2262
498,4558609924,2016-05-06,1722
499,4558609924,2016-05-07,1973
500,4558609924,2016-05-08,2666
501,4558609924,2016-05-09,2223
502,4558609924,2016-05-10,1889
503,4558609924,2016-05-11,2131
504,4558609924,2016-05-12,1452
505,4702921684,2016-04-12,2947
506,4702921684,2016-04-13,2898
507,4702921684,2016-04-14,2984
508,4702921684,2016-04-15,2896
509,4702921684,2016-04-16,3328
510,4702921684,2016-04-17,3394
511,4702921684,2016-04-18,3013
512,4702921684,2016-04-19,2812
513,4702921684,2016-04-20,3061
514,4702921684,2016-04-21,2729
515,4702921684,2016-04-22,2241
516,4702921684,2016-04-23,3691
517,4702921684,2016-04-24,3538
518,4702921684,2016-04-25,3064
519,4702921684,2016-04-26,2784
520,4702921684,2016-04-27,2908
521,4702921684,2016-04-28,3033
522,4702921684,2016-04-29,3165
523,4702921684,2016-04-30,3115
524,4702921684,2016-05-01,2017
525,4702921684,2016-05-02,2859
526,4702921684,2016-05-03,3145
527,4702921684,2016-05-04,3004
528,4702921684,2016-05-05,3006
529,4702921684,2016-05-06,2859
530,4702921684,2016-05-07,3683
531,4702921684,2016-05-08,3287
532,4702921684,2016-05-09,2990
533,4702921684,2016-05-10,3172
534,4702921684,2016-05-11,3069
535,4702921684,2016-05-12,1240
536,5553957443,2016-04-12,2026
537,5553957443,2016-04-13,1718
538,5553957443,2016-04-14,2324
539,5553957443,2016-04-15,2254
540,5553957443,2016-04-16,1831
541,5553957443,2016-04-17,1397
542,5553957443,2016-04-18,1683
543,5553957443,2016-04-19,2284
544,5553957443,2016-04-20,1570
545,5553957443,2016-04-21,2066
546,5553957443,2016-04-22,2105
547,5553957443,2016-04-23,1776
548,5553957443,2016-04-24,1507
549,5553957443,2016-04-25,2033
550,5553957443,2016-04-26,2093
551,5553957443,2016-04-27,1922
552,5553957443,2016-04-28,1999
553,5553957443,2016-04-29,2169
554,5553957443,2016-04-30,1463
555,5553957443,2016-05-01,1747
556,5553957443,2016-05-02,1996
557,5553957443,2016-05-03,2116
558,5553957443,2016-05-04,1698
559,5553957443,2016-05-05,2156
560,5553957443,2016-05-06,1916
561,5553957443,2016-05-07,1494
562,5553957443,2016-05-08,1762
563,5553957443,2016-05-09,2272
564,5553957443,2016-05-10,2335
565,5553957443,2016-05-11,1693
566,5553957443,2016-05-12,741
567,5577150313,2016-04-12,3405
568,5577150313,2016-04-13,2551
569,5577150313,2016-04-14,4022
570,5577150313,2016-04-15,4005
571,5577150313,2016-04-16,4274
572,5577150313,2016-04-17,4552
573,5577150313,2016-04-18,3625
574,5577150313,2016-04-19,3501
575,5577150313,2016-04-20,3192
576,5577150313,2016-04-21,4018
577,5577150313,2016-04-22,3329
578,5577150313,2016-04-23,3152
579,5577150313,2016-04-24,4392
580,5577150313,2016-04-25,3374
581,5577150313,2016-04-26,3088
582,5577150313,2016-04-27,3294
583,5577150313,2016-04-28,3580
584,5577150313,2016-04-29,3544
585,5577150313,2016-04-30,4501
586,5577150313,2016-05-01,4546
587,5577150313,2016-05-02,3014
588,5577150313,2016-05-03,3795
589,5577150313,2016-05-04,2755
590,5577150313,2016-05-05,3004
591,5577150313,2016-05-06,2643
592,5577150313,2016-05-07,1819
593,5577150313,2016-05-08,1819
594,5577150313,2016-05-09,2489
595,5577150313,2016-05-10,3841
596,5577150313,2016-05-11,1665
597,6117666160,2016-04-12,1496
598,6117666160,2016-04-13,1496
599,6117666160,2016-04-14,1496
600,6117666160,2016-04-15,2865
601,6117666160,2016-04-16,2828
602,6117666160,2016-04-17,2225
603,6117666160,2016-04-18,2018
604,6117666160,2016-04-19,2606
605,6117666160,2016-04-20,2536
606,6117666160,2016-04-21,4900
607,6117666160,2016-04-22,2409
608,6117666160,2016-04-23,2651
609,6117666160,2016-04-24,2305
610,6117666160,2016-04-25,1497
611,6117666160,2016-04-26,2450
612,6117666160,2016-04-27,2576
613,6117666160,2016-04-28,1879
614,6117666160,2016-04-29,2560
615,6117666160,2016-04-30,2275
616,6117666160,2016-05-01,2361
617,6117666160,2016-05-02,2044
618,6117666160,2016-05-03,1496
619,6117666160,2016-05-04,1902
620,6117666160,2016-05-05,2636
621,6117666160,2016-05-06,1838
622,6117666160,2016-05-07,2469
623,6117666160,2016-05-08,2250
624,6117666160,2016-05-09,1248
625,6290855005,2016-04-12,2560
626,6290855005,2016-04-13,2905
627,6290855005,2016-04-14,2952
628,6290855005,2016-04-15,2896
629,6290855005,2016-04-16,2783
630,6290855005,2016-04-17,3171
631,6290855005,2016-04-18,2766
632,6290855005,2016-04-19,2839
633,6290855005,2016-04-20,2701
634,6290855005,2016-04-21,2060
635,6290855005,2016-04-22,2796
636,6290855005,2016-04-23,2664
637,6290855005,2016-04-24,2703
638,6290855005,2016-04-25,2771
639,6290855005,2016-04-26,2060
640,6290855005,2016-04-27,2743
641,6290855005,2016-04-28,2687
642,6290855005,2016-04-29,2060
643,6290855005,2016-04-30,2843
644,6290855005,2016-05-01,3327
645,6290855005,2016-05-02,2725
646,6290855005,2016-05-03,2671
647,6290855005,2016-05-04,2718
648,6290855005,2016-05-05,2682
649,6290855005,2016-05-06,2806
650,6290855005,2016-05-07,2613
651,6290855005,2016-05-08,2712
652,6290855005,2016-05-09,2175
653,6290855005,2016-05-10,0
654,6775888955,2016-04-12,1841
655,6775888955,2016-04-13,2400
656,6775888955,2016-04-14,2507
657,6775888955,2016-04-15,2127
658,6775888955,2016-04-16,2225
659,6775888955,2016-04-17,2067
660,6775888955,2016-04-18,2798
661,6775888955,2016-04-19,1841
662,6775888955,2016-04-20,3727
663,6775888955,2016-04-21,1841
664,6775888955,2016-04-22,1922
665,6775888955,2016-04-23,1841
666,6775888955,2016-04-24,2053
667,6775888955,2016-04-25,2484
668,6775888955,2016-04-26,2584
669,6775888955,2016-04-27,1841
670,6775888955,2016-04-28,1993
671,6775888955,2016-04-29,1841
672,6775888955,2016-04-30,2280
673,6775888955,2016-05-01,2319
674,6775888955,2016-05-02,1841
675,6775888955,2016-05-03,1843
676,6775888955,2016-05-04,1841
677,6775888955,2016-05-05,1841
678,6775888955,2016-05-06,2496
679,6775888955,2016-05-07,1032
680,6962181067,2016-04-12,1994
681,6962181067,2016-04-13,1718
682,6962181067,2016-04-14,1466
683,6962181067,2016-04-15,1756
684,6962181067,2016-04-16,2173
685,6962181067,2016-04-17,2027
686,6962181067,2016-04-18,2039
687,6962181067,2016-04-19,2046
688,6962181067,2016-04-20,2174
689,6962181067,2016-04-21,2179
690,6962181067,2016-04-22,2086
691,6962181067,2016-04-23,2571
692,6962181067,2016-04-24,1705
693,6962181067,2016-04-25,2194
694,6962181067,2016-04-26,2012
695,6962181067,2016-04-27,2034
696,6962181067,2016-04-28,2182
697,6962181067,2016-04-29,2254
698,6962181067,2016-04-30,2002
699,6962181067,2016-05-01,1740
700,6962181067,2016-05-02,2162
701,6962181067,2016-05-03,2072
702,6962181067,2016-05-04,2086
703,6962181067,2016-05-05,2066
704,6962181067,2016-05-06,1850
705,6962181067,2016-05-07,1947
706,6962181067,2016-05-08,1659
707,6962181067,2016-05-09,2105
708,6962181067,2016-05-10,2361
709,6962181067,2016-05-11,1855
710,6962181067,2016-05-12,928
711,7007744171,2016-04-12,2937
712,7007744171,2016-04-13,2742
713,7007744171,2016-04-14,2668
714,7007744171,2016-04-15,2098
715,7007744171,2016-04-16,2076
716,7007744171,2016-04-17,2383
717,7007744171,2016-04-18,2832
718,7007744171,2016-04-19,2812
719,7007744171,2016-04-20,3096
720,7007744171,2016-04-21,2763
721,7007744171,2016-04-22,2889
722,7007744171,2016-04-23,2284
723,7007744171,2016-04-24,2667
724,7007744171,2016-04-25,3055
725,7007744171,2016-04-26,2939
726,7007744171,2016-04-27,2830
727,7007744171,2016-04-28,2836
728,7007744171,2016-04-29,3180
729,7007744171,2016-04-30,2051
730,7007744171,2016-05-01,2225
731,7007744171,2016-05-02,2642
732,7007744171,2016-05-03,2976
733,7007744171,2016-05-04,1557
734,7007744171,2016-05-05,2933
735,7007744171,2016-05-06,2553
736,7007744171,2016-05-07,120
737,7086361926,2016-04-12,2772
738,7086361926,2016-04-13,2516
739,7086361926,2016-04-14,2734
740,7086361926,2016-04-15,2395
741,7086361926,2016-04-16,1635
742,7086361926,2016-04-17,1629
743,7086361926,2016-04-18,2743
744,7086361926,2016-04-19,2944
745,7086361926,2016-04-20,2997
746,7086361926,2016-04-21,2463
747,7086361926,2016-04-22,2846
748,7086361926,2016-04-23,1965
749,7086361926,2016-04-24,2049
750,7086361926,2016-04-25,2752
751,7086361926,2016-04-26,2781
752,7086361926,2016-04-27,2693
753,7086361926,2016-04-28,2862
754,7086361926,2016-04-29,2616
755,7086361926,2016-04-30,2995
756,7086361926,2016-05-01,2730
757,7086361926,2016-05-02,2754
758,7086361926,2016-05-03,2754
759,7086361926,2016-05-04,2655
760,7086361926,2016-05-05,2386
761,7086361926,2016-05-06,2924
762,7086361926,2016-05-07,2739
763,7086361926,2016-05-08,2534
764,7086361926,2016-05-09,2960
765,7086361926,2016-05-10,2800
766,7086361926,2016-05-11,2735
767,7086361926,2016-05-12,1199
768,8053475328,2016-04-12,3186
769,8053475328,2016-04-13,3140
770,8053475328,2016-04-14,3411
771,8053475328,2016-04-15,3410
772,8053475328,2016-04-16,2867
773,8053475328,2016-04-17,3213
774,8053475328,2016-04-18,3133
775,8053475328,2016-04-19,3114
776,8053475328,2016-04-20,3043
777,8053475328,2016-04-21,3103
778,8053475328,2016-04-22,2655
779,8053475328,2016-04-23,3554
780,8053475328,2016-04-24,3577
781,8053475328,2016-04-25,3403
782,8053475328,2016-04-26,2846
783,8053475328,2016-04-27,2852
784,8053475328,2016-04-28,3062
785,8053475328,2016-04-29,2794
786,8053475328,2016-04-30,2408
787,8053475328,2016-05-01,1886
788,8053475328,2016-05-02,1988
789,8053475328,2016-05-03,3023
790,8053475328,2016-05-04,2918
791,8053475328,2016-05-05,2950
792,8053475328,2016-05-06,2859
793,8053475328,2016-05-07,3331
794,8053475328,2016-05-08,3589
795,8053475328,2016-05-09,2765
796,8053475328,2016-05-10,2926
797,8053475328,2016-05-11,2809
798,8053475328,2016-05-12,1505
799,8253242879,2016-04-12,2044
800,8253242879,2016-04-13,1935
801,8253242879,2016-04-14,1705
802,8253242879,2016-04-15,1632
803,8253242879,2016-04-16,1880
804,8253242879,2016-04-17,2112
805,8253242879,2016-04-18,1829
806,8253242879,2016-04-19,1763
807,8253242879,2016-04-20,1931
808,8253242879,2016-04-21,2218
809,8253242879,2016-04-22,1651
810,8253242879,2016-04-23,2132
811,8253242879,2016-04-24,1976
812,8253242879,2016-04-25,1909
813,8253242879,2016-04-26,1813
814,8253242879,2016-04-27,2008
815,8253242879,2016-04-28,1580
816,8253242879,2016-04-29,1854
817,8253242879,2016-04-30,0
818,8378563200,2016-04-12,3635
819,8378563200,2016-04-13,4079
820,8378563200,2016-04-14,4163
821,8378563200,2016-04-15,3666
822,8378563200,2016-04-16,3363
823,8378563200,2016-04-17,2572
824,8378563200,2016-04-18,4157
825,8378563200,2016-04-19,4092
826,8378563200,2016-04-20,3787
827,8378563200,2016-04-21,4236
828,8378563200,2016-04-22,4044
829,8378563200,2016-04-23,2908
830,8378563200,2016-04-24,2741
831,8378563200,2016-04-25,4005
832,8378563200,2016-04-26,3763
833,8378563200,2016-04-27,3061
834,8378563200,2016-04-28,2884
835,8378563200,2016-04-29,2982
836,8378563200,2016-04-30,2660
837,8378563200,2016-05-01,3369
838,8378563200,2016-05-02,3491
839,8378563200,2016-05-03,3784
840,8378563200,2016-05-04,3110
841,8378563200,2016-05-05,3783
842,8378563200,2016-05-06,3644
843,8378563200,2016-05-07,2799
844,8378563200,2016-05-08,2685
845,8378563200,2016-05-09,3721
846,8378563200,2016-05-10,3586
847,8378563200,2016-05-11,3788
848,8378563200,2016-05-12,1976
849,8583815059,2016-04-12,2650
850,8583815059,2016-04-13,2654
851,8583815059,2016-04-14,2443
852,8583815059,2016-04-15,2505
853,8583815059,2016-04-16,2693
854,8583815059,2016-04-17,2439
855,8583815059,2016-04-18,2536
856,8583815059,2016-04-19,2668
857,8583815059,2016-04-20,2647
858,8583815059,2016-04-21,2883
859,8583815059,2016-04-22,2944
860,8583815059,2016-04-23,3012
861,8583815059,2016-04-24,2889
862,8583815059,2016-04-25,2547
863,8583815059,2016-04-26,3093
864,8583815059,2016-04-27,3142
865,8583815059,2016-04-28,2757
866,8583815059,2016-04-29,3513
867,8583815059,2016-04-30,3164
868,8583815059,2016-05-01,2596
869,8583815059,2016-05-02,2894
870,8583815059,2016-05-03,3212
871,8583815059,2016-05-04,2516
872,8583815059,2016-05-05,3266
873,8583815059,2016-05-06,2683
874,8583815059,2016-05-07,2810
875,8583815059,2016-05-08,2940
876,8583815059,2016-05-09,2947
877,8583815059,2016-05-10,2846
878,8583815059,2016-05-11,2804
879,8583815059,2016-05-12,0
880,8792009665,2016-04-12,2044
881,8792009665,2016-04-13,1934
882,8792009665,2016-04-14,1963
883,8792009665,2016-04-15,2009
884,8792009665,2016-04-16,1721
885,8792009665,2016-04-17,1688
886,8792009665,2016-04-18,1688
887,8792009665,2016-04-19,1688
888,8792009665,2016-04-20,2188
889,8792009665,2016-04-21,1720
890,8792009665,2016-04-22,2419
891,8792009665,2016-04-23,2748
892,8792009665,2016-04-24,1799
893,8792009665,2016-04-25,1688
894,8792009665,2016-04-26,1928
895,8792009665,2016-04-27,2067
896,8792009665,2016-04-28,2780
897,8792009665,2016-04-29,3101
898,8792009665,2016-04-30,2896
899,8792009665,2016-05-01,1962
900,8792009665,2016-05-02,2015
901,8792009665,2016-05-03,2297
902,8792009665,2016-05-04,2067
903,8792009665,2016-05-05,1688
904,8792009665,2016-05-06,1688
905,8792009665,2016-05-07,1688
906,8792009665,2016-05-08,1688
907,8792009665,2016-05-09,1688
908,8792009665,2016-05-10,57
909,8877689391,2016-04-12,3921
910,8877689391,2016-04-13,3566
911,8877689391,2016-04-14,3793
912,8877689391,2016-04-15,3934
913,8877689391,2016-04-16,4547
914,8877689391,2016-04-17,3545
915,8877689391,2016-04-18,2761
916,8877689391,2016-04-19,3676
917,8877689391,2016-04-20,3679
918,8877689391,2016-04-21,3659
919,8877689391,2016-04-22,3427
920,8877689391,2016-04-23,3891
921,8877689391,2016-04-24,3455
922,8877689391,2016-04-25,3802
923,8877689391,2016-04-26,2860
924,8877689391,2016-04-27,3808
925,8877689391,2016-04-28,3060
926,8877689391,2016-04-29,2698
927,8877689391,2016-04-30,4398
928,8877689391,2016-05-01,2786
929,8877689391,2016-05-02,2189
930,8877689391,2016-05-03,2817
931,8877689391,2016-05-04,3477
932,8877689391,2016-05-05,3052
933,8877689391,2016-05-06,4015
934,8877689391,2016-05-07,4142
935,8877689391,2016-05-08,2847
936,8877689391,2016-05-09,3710
937,8877689391,2016-05-10,2832
938,8877689391,2016-05-11,3832
939,8877689391,2016-05-12,1849
