,Id,ActivityDate,ActivityHour,TotalSleepRecords,TotalMinutesAsleep,ActivityTimeOfDay
0,1503960366,2016-04-12,12:00:00,1,327,AM
1,1503960366,2016-04-13,12:00:00,2,384,AM
2,1503960366,2016-04-15,12:00:00,1,412,AM
3,1503960366,2016-04-16,12:00:00,2,340,AM
4,1503960366,2016-04-17,12:00:00,1,700,AM
5,1503960366,2016-04-19,12:00:00,1,304,AM
6,1503960366,2016-04-20,12:00:00,1,360,AM
7,1503960366,2016-04-21,12:00:00,1,325,AM
8,1503960366,2016-04-23,12:00:00,1,361,AM
9,1503960366,2016-04-24,12:00:00,1,430,AM
10,1503960366,2016-04-25,12:00:00,1,277,AM
11,1503960366,2016-04-26,12:00:00,1,245,AM
12,1503960366,2016-04-28,12:00:00,1,366,AM
13,1503960366,2016-04-29,12:00:00,1,341,AM
14,1503960366,2016-04-30,12:00:00,1,404,AM
15,1503960366,2016-05-01,12:00:00,1,369,AM
16,1503960366,2016-05-02,12:00:00,1,277,AM
17,1503960366,2016-05-03,12:00:00,1,273,AM
18,1503960366,2016-05-05,12:00:00,1,247,AM
19,1503960366,2016-05-06,12:00:00,1,334,AM
20,1503960366,2016-05-07,12:00:00,1,331,AM
21,1503960366,2016-05-08,12:00:00,1,594,AM
22,1503960366,2016-05-09,12:00:00,1,338,AM
23,1503960366,2016-05-10,12:00:00,1,383,AM
24,1503960366,2016-05-11,12:00:00,1,285,AM
25,1644430081,2016-04-29,12:00:00,1,119,AM
26,1644430081,2016-04-30,12:00:00,1,124,AM
27,1644430081,2016-05-02,12:00:00,1,796,AM
28,1644430081,2016-05-08,12:00:00,1,137,AM
29,1844505072,2016-04-15,12:00:00,1,644,AM
30,1844505072,2016-04-30,12:00:00,1,722,AM
31,1844505072,2016-05-01,12:00:00,1,590,AM
32,1927972279,2016-04-12,12:00:00,3,750,AM
33,1927972279,2016-04-13,12:00:00,1,398,AM
34,1927972279,2016-04-15,12:00:00,2,475,AM
35,1927972279,2016-04-26,12:00:00,1,296,AM
36,1927972279,2016-04-28,12:00:00,1,166,AM
37,2026352035,2016-04-12,12:00:00,1,503,AM
38,2026352035,2016-04-13,12:00:00,1,531,AM
39,2026352035,2016-04-14,12:00:00,1,545,AM
40,2026352035,2016-04-15,12:00:00,1,523,AM
41,2026352035,2016-04-16,12:00:00,1,524,AM
42,2026352035,2016-04-17,12:00:00,1,437,AM
43,2026352035,2016-04-19,12:00:00,1,498,AM
44,2026352035,2016-04-20,12:00:00,1,461,AM
45,2026352035,2016-04-21,12:00:00,1,477,AM
46,2026352035,2016-04-22,12:00:00,1,520,AM
47,2026352035,2016-04-23,12:00:00,1,522,AM
48,2026352035,2016-04-24,12:00:00,1,555,AM
49,2026352035,2016-04-25,12:00:00,1,506,AM
50,2026352035,2016-04-27,12:00:00,1,508,AM
51,2026352035,2016-04-28,12:00:00,1,513,AM
52,2026352035,2016-04-29,12:00:00,1,490,AM
53,2026352035,2016-04-30,12:00:00,1,573,AM
54,2026352035,2016-05-01,12:00:00,1,527,AM
55,2026352035,2016-05-02,12:00:00,1,511,AM
56,2026352035,2016-05-04,12:00:00,1,538,AM
57,2026352035,2016-05-05,12:00:00,1,468,AM
58,2026352035,2016-05-06,12:00:00,1,524,AM
59,2026352035,2016-05-07,12:00:00,1,511,AM
60,2026352035,2016-05-08,12:00:00,1,541,AM
61,2026352035,2016-05-09,12:00:00,1,531,AM
62,2026352035,2016-05-10,12:00:00,1,357,AM
63,2026352035,2016-05-11,12:00:00,1,523,AM
64,2026352035,2016-05-12,12:00:00,1,456,AM
65,2320127002,2016-04-23,12:00:00,1,61,AM
66,2347167796,2016-04-13,12:00:00,1,467,AM
67,2347167796,2016-04-14,12:00:00,1,445,AM
68,2347167796,2016-04-15,12:00:00,1,452,AM
69,2347167796,2016-04-17,12:00:00,1,556,AM
70,2347167796,2016-04-18,12:00:00,1,500,AM
71,2347167796,2016-04-19,12:00:00,1,465,AM
72,2347167796,2016-04-21,12:00:00,1,460,AM
73,2347167796,2016-04-22,12:00:00,1,405,AM
74,2347167796,2016-04-23,12:00:00,1,374,AM
75,2347167796,2016-04-24,12:00:00,1,442,AM
76,2347167796,2016-04-25,12:00:00,1,433,AM
77,2347167796,2016-04-26,12:00:00,1,436,AM
78,2347167796,2016-04-27,12:00:00,1,448,AM
79,2347167796,2016-04-28,12:00:00,1,408,AM
80,2347167796,2016-04-29,12:00:00,1,411,AM
81,3977333714,2016-04-12,12:00:00,1,274,AM
82,3977333714,2016-04-13,12:00:00,2,295,AM
83,3977333714,2016-04-14,12:00:00,1,291,AM
84,3977333714,2016-04-15,12:00:00,1,424,AM
85,3977333714,2016-04-16,12:00:00,1,283,AM
86,3977333714,2016-04-17,12:00:00,1,381,AM
87,3977333714,2016-04-18,12:00:00,2,412,AM
88,3977333714,2016-04-19,12:00:00,1,219,AM
89,3977333714,2016-04-20,12:00:00,2,152,AM
90,3977333714,2016-04-21,12:00:00,1,332,AM
91,3977333714,2016-04-22,12:00:00,1,355,AM
92,3977333714,2016-04-23,12:00:00,1,235,AM
93,3977333714,2016-04-24,12:00:00,1,310,AM
94,3977333714,2016-04-25,12:00:00,1,262,AM
95,3977333714,2016-04-26,12:00:00,1,250,AM
96,3977333714,2016-04-27,12:00:00,1,349,AM
97,3977333714,2016-04-28,12:00:00,1,261,AM
98,3977333714,2016-04-29,12:00:00,1,333,AM
99,3977333714,2016-04-30,12:00:00,1,237,AM
100,3977333714,2016-05-01,12:00:00,1,383,AM
101,3977333714,2016-05-02,12:00:00,1,230,AM
102,3977333714,2016-05-03,12:00:00,1,292,AM
103,3977333714,2016-05-04,12:00:00,1,213,AM
104,3977333714,2016-05-05,12:00:00,1,318,AM
105,3977333714,2016-05-06,12:00:00,1,323,AM
106,3977333714,2016-05-07,12:00:00,1,237,AM
107,3977333714,2016-05-08,12:00:00,2,259,AM
108,3977333714,2016-05-10,12:00:00,1,312,AM
109,4020332650,2016-04-12,12:00:00,1,501,AM
110,4020332650,2016-04-16,12:00:00,1,77,AM
111,4020332650,2016-05-03,12:00:00,1,322,AM
112,4020332650,2016-05-04,12:00:00,1,478,AM
113,4020332650,2016-05-05,12:00:00,1,226,AM
114,4020332650,2016-05-06,12:00:00,1,385,AM
115,4020332650,2016-05-08,12:00:00,1,364,AM
116,4020332650,2016-05-10,12:00:00,1,442,AM
117,4319703577,2016-04-14,12:00:00,1,535,AM
118,4319703577,2016-04-15,12:00:00,1,465,AM
119,4319703577,2016-04-16,12:00:00,1,506,AM
120,4319703577,2016-04-18,12:00:00,1,515,AM
121,4319703577,2016-04-19,12:00:00,2,461,AM
122,4319703577,2016-04-20,12:00:00,1,523,AM
123,4319703577,2016-04-21,12:00:00,1,59,AM
124,4319703577,2016-04-22,12:00:00,1,533,AM
125,4319703577,2016-04-23,12:00:00,1,692,AM
126,4319703577,2016-04-24,12:00:00,1,467,AM
127,4319703577,2016-04-25,12:00:00,1,488,AM
128,4319703577,2016-04-26,12:00:00,1,505,AM
129,4319703577,2016-04-27,12:00:00,1,286,AM
130,4319703577,2016-04-28,12:00:00,1,497,AM
131,4319703577,2016-04-29,12:00:00,1,523,AM
132,4319703577,2016-04-30,12:00:00,1,490,AM
133,4319703577,2016-05-01,12:00:00,1,484,AM
134,4319703577,2016-05-02,12:00:00,1,478,AM
135,4319703577,2016-05-03,12:00:00,1,474,AM
136,4319703577,2016-05-06,12:00:00,1,450,AM
137,4319703577,2016-05-07,12:00:00,1,507,AM
138,4319703577,2016-05-08,12:00:00,1,602,AM
139,4319703577,2016-05-09,12:00:00,1,535,AM
140,4319703577,2016-05-10,12:00:00,1,487,AM
141,4319703577,2016-05-11,12:00:00,1,529,AM
142,4319703577,2016-05-12,12:00:00,1,302,AM
143,4388161847,2016-04-15,12:00:00,1,499,AM
144,4388161847,2016-04-16,12:00:00,2,426,AM
145,4388161847,2016-04-17,12:00:00,2,619,AM
146,4388161847,2016-04-18,12:00:00,1,99,AM
147,4388161847,2016-04-19,12:00:00,1,329,AM
148,4388161847,2016-04-20,12:00:00,1,421,AM
149,4388161847,2016-04-21,12:00:00,1,442,AM
150,4388161847,2016-04-22,12:00:00,1,82,AM
151,4388161847,2016-04-23,12:00:00,1,478,AM
152,4388161847,2016-04-24,12:00:00,3,552,AM
153,4388161847,2016-04-26,12:00:00,1,319,AM
154,4388161847,2016-04-27,12:00:00,1,439,AM
155,4388161847,2016-04-28,12:00:00,1,428,AM
156,4388161847,2016-04-30,12:00:00,2,409,AM
157,4388161847,2016-05-01,12:00:00,1,547,AM
158,4388161847,2016-05-02,12:00:00,2,368,AM
159,4388161847,2016-05-04,12:00:00,1,390,AM
160,4388161847,2016-05-05,12:00:00,1,471,AM
161,4388161847,2016-05-05,12:00:00,1,471,AM
162,4388161847,2016-05-07,12:00:00,1,472,AM
163,4388161847,2016-05-08,12:00:00,2,529,AM
164,4388161847,2016-05-09,12:00:00,1,62,AM
165,4388161847,2016-05-10,12:00:00,1,354,AM
166,4388161847,2016-05-11,12:00:00,1,469,AM
167,4445114986,2016-04-12,12:00:00,2,429,AM
168,4445114986,2016-04-13,12:00:00,2,370,AM
169,4445114986,2016-04-14,12:00:00,1,441,AM
170,4445114986,2016-04-15,12:00:00,2,337,AM
171,4445114986,2016-04-16,12:00:00,1,462,AM
172,4445114986,2016-04-17,12:00:00,1,98,AM
173,4445114986,2016-04-19,12:00:00,2,388,AM
174,4445114986,2016-04-20,12:00:00,1,439,AM
175,4445114986,2016-04-21,12:00:00,1,436,AM
176,4445114986,2016-04-22,12:00:00,1,388,AM
177,4445114986,2016-04-25,12:00:00,1,328,AM
178,4445114986,2016-04-26,12:00:00,2,353,AM
179,4445114986,2016-04-27,12:00:00,1,332,AM
180,4445114986,2016-04-28,12:00:00,1,419,AM
181,4445114986,2016-04-29,12:00:00,1,106,AM
182,4445114986,2016-04-30,12:00:00,1,322,AM
183,4445114986,2016-05-01,12:00:00,2,439,AM
184,4445114986,2016-05-02,12:00:00,1,502,AM
185,4445114986,2016-05-03,12:00:00,2,417,AM
186,4445114986,2016-05-04,12:00:00,2,337,AM
187,4445114986,2016-05-05,12:00:00,2,462,AM
188,4445114986,2016-05-06,12:00:00,2,374,AM
189,4445114986,2016-05-07,12:00:00,2,401,AM
190,4445114986,2016-05-08,12:00:00,1,361,AM
191,4445114986,2016-05-09,12:00:00,1,457,AM
192,4445114986,2016-05-10,12:00:00,1,405,AM
193,4445114986,2016-05-11,12:00:00,1,499,AM
194,4445114986,2016-05-12,12:00:00,1,483,AM
195,4558609924,2016-04-21,12:00:00,1,126,AM
196,4558609924,2016-04-26,12:00:00,1,103,AM
197,4558609924,2016-04-29,12:00:00,1,171,AM
198,4558609924,2016-05-01,12:00:00,1,115,AM
199,4558609924,2016-05-08,12:00:00,1,123,AM
200,4702921684,2016-04-12,12:00:00,1,425,AM
201,4702921684,2016-04-13,12:00:00,2,400,AM
202,4702921684,2016-04-14,12:00:00,1,384,AM
203,4702921684,2016-04-15,12:00:00,1,253,AM
204,4702921684,2016-04-16,12:00:00,2,382,AM
205,4702921684,2016-04-17,12:00:00,1,591,AM
206,4702921684,2016-04-18,12:00:00,1,293,AM
207,4702921684,2016-04-19,12:00:00,1,457,AM
208,4702921684,2016-04-20,12:00:00,1,454,AM
209,4702921684,2016-04-21,12:00:00,1,425,AM
210,4702921684,2016-04-23,12:00:00,1,465,AM
211,4702921684,2016-04-24,12:00:00,1,480,AM
212,4702921684,2016-04-25,12:00:00,1,370,AM
213,4702921684,2016-04-26,12:00:00,1,421,AM
214,4702921684,2016-04-27,12:00:00,1,432,AM
215,4702921684,2016-04-28,12:00:00,1,442,AM
216,4702921684,2016-04-29,12:00:00,1,433,AM
217,4702921684,2016-04-30,12:00:00,1,479,AM
218,4702921684,2016-05-03,12:00:00,1,327,AM
219,4702921684,2016-05-04,12:00:00,1,412,AM
220,4702921684,2016-05-05,12:00:00,1,414,AM
221,4702921684,2016-05-06,12:00:00,1,404,AM
222,4702921684,2016-05-07,12:00:00,1,520,AM
223,4702921684,2016-05-07,12:00:00,1,520,AM
224,4702921684,2016-05-09,12:00:00,1,435,AM
225,4702921684,2016-05-10,12:00:00,1,416,AM
226,4702921684,2016-05-11,12:00:00,1,354,AM
227,4702921684,2016-05-12,12:00:00,1,404,AM
228,5553957443,2016-04-12,12:00:00,1,441,AM
229,5553957443,2016-04-13,12:00:00,2,455,AM
230,5553957443,2016-04-14,12:00:00,1,357,AM
231,5553957443,2016-04-15,12:00:00,1,377,AM
232,5553957443,2016-04-16,12:00:00,2,651,AM
233,5553957443,2016-04-17,12:00:00,1,350,AM
234,5553957443,2016-04-18,12:00:00,2,520,AM
235,5553957443,2016-04-19,12:00:00,1,357,AM
236,5553957443,2016-04-20,12:00:00,1,658,AM
237,5553957443,2016-04-21,12:00:00,1,399,AM
238,5553957443,2016-04-22,12:00:00,1,322,AM
239,5553957443,2016-04-23,12:00:00,2,631,AM
240,5553957443,2016-04-24,12:00:00,2,553,AM
241,5553957443,2016-04-25,12:00:00,1,433,AM
242,5553957443,2016-04-26,12:00:00,1,412,AM
243,5553957443,2016-04-27,12:00:00,1,347,AM
244,5553957443,2016-04-28,12:00:00,1,421,AM
245,5553957443,2016-04-29,12:00:00,1,450,AM
246,5553957443,2016-04-30,12:00:00,2,775,AM
247,5553957443,2016-05-01,12:00:00,2,622,AM
248,5553957443,2016-05-02,12:00:00,1,409,AM
249,5553957443,2016-05-03,12:00:00,1,380,AM
250,5553957443,2016-05-04,12:00:00,1,447,AM
251,5553957443,2016-05-05,12:00:00,1,419,AM
252,5553957443,2016-05-06,12:00:00,1,400,AM
253,5553957443,2016-05-07,12:00:00,1,442,AM
254,5553957443,2016-05-08,12:00:00,1,568,AM
255,5553957443,2016-05-09,12:00:00,1,453,AM
256,5553957443,2016-05-10,12:00:00,1,418,AM
257,5553957443,2016-05-11,12:00:00,1,463,AM
258,5553957443,2016-05-12,12:00:00,1,438,AM
259,5577150313,2016-04-12,12:00:00,1,419,AM
260,5577150313,2016-04-13,12:00:00,1,432,AM
261,5577150313,2016-04-14,12:00:00,1,477,AM
262,5577150313,2016-04-15,12:00:00,1,392,AM
263,5577150313,2016-04-16,12:00:00,1,406,AM
264,5577150313,2016-04-17,12:00:00,1,549,AM
265,5577150313,2016-04-18,12:00:00,1,527,AM
266,5577150313,2016-04-19,12:00:00,1,449,AM
267,5577150313,2016-04-20,12:00:00,1,447,AM
268,5577150313,2016-04-21,12:00:00,1,414,AM
269,5577150313,2016-04-22,12:00:00,1,338,AM
270,5577150313,2016-04-23,12:00:00,1,384,AM
271,5577150313,2016-04-24,12:00:00,1,543,AM
272,5577150313,2016-04-25,12:00:00,1,421,AM
273,5577150313,2016-04-26,12:00:00,1,354,AM
274,5577150313,2016-04-27,12:00:00,1,424,AM
275,5577150313,2016-04-28,12:00:00,1,361,AM
276,5577150313,2016-04-29,12:00:00,1,459,AM
277,5577150313,2016-04-30,12:00:00,1,412,AM
278,5577150313,2016-05-01,12:00:00,1,379,AM
279,5577150313,2016-05-02,12:00:00,2,525,AM
280,5577150313,2016-05-03,12:00:00,1,508,AM
281,5577150313,2016-05-04,12:00:00,1,603,AM
282,5577150313,2016-05-05,12:00:00,1,74,AM
283,5577150313,2016-05-10,12:00:00,1,504,AM
284,5577150313,2016-05-11,12:00:00,1,431,AM
285,6117666160,2016-04-16,12:00:00,1,380,AM
286,6117666160,2016-04-17,12:00:00,2,336,AM
287,6117666160,2016-04-18,12:00:00,2,493,AM
288,6117666160,2016-04-19,12:00:00,1,465,AM
289,6117666160,2016-04-20,12:00:00,1,474,AM
290,6117666160,2016-04-21,12:00:00,1,508,AM
291,6117666160,2016-04-22,12:00:00,1,480,AM
292,6117666160,2016-04-23,12:00:00,1,492,AM
293,6117666160,2016-04-24,12:00:00,1,353,AM
294,6117666160,2016-04-27,12:00:00,1,542,AM
295,6117666160,2016-04-28,12:00:00,1,393,AM
296,6117666160,2016-04-29,12:00:00,1,600,AM
297,6117666160,2016-05-01,12:00:00,1,507,AM
298,6117666160,2016-05-05,12:00:00,1,392,AM
299,6117666160,2016-05-06,12:00:00,2,658,AM
300,6117666160,2016-05-07,12:00:00,2,498,AM
301,6117666160,2016-05-08,12:00:00,1,555,AM
302,6117666160,2016-05-09,12:00:00,1,492,AM
303,6775888955,2016-04-13,12:00:00,1,235,AM
304,6775888955,2016-04-14,12:00:00,1,423,AM
305,6775888955,2016-04-15,12:00:00,1,391,AM
306,6962181067,2016-04-12,12:00:00,1,366,AM
307,6962181067,2016-04-13,12:00:00,3,630,AM
308,6962181067,2016-04-14,12:00:00,2,508,AM
309,6962181067,2016-04-15,12:00:00,1,370,AM
310,6962181067,2016-04-16,12:00:00,1,357,AM
311,6962181067,2016-04-17,12:00:00,1,427,AM
312,6962181067,2016-04-18,12:00:00,1,442,AM
313,6962181067,2016-04-19,12:00:00,1,476,AM
314,6962181067,2016-04-20,12:00:00,1,418,AM
315,6962181067,2016-04-21,12:00:00,1,451,AM
316,6962181067,2016-04-22,12:00:00,1,425,AM
317,6962181067,2016-04-23,12:00:00,1,528,AM
318,6962181067,2016-04-24,12:00:00,1,511,AM
319,6962181067,2016-04-25,12:00:00,1,400,AM
320,6962181067,2016-04-26,12:00:00,1,441,AM
321,6962181067,2016-04-27,12:00:00,1,455,AM
322,6962181067,2016-04-28,12:00:00,1,440,AM
323,6962181067,2016-04-29,12:00:00,1,433,AM
324,6962181067,2016-04-30,12:00:00,1,422,AM
325,6962181067,2016-05-01,12:00:00,1,411,AM
326,6962181067,2016-05-02,12:00:00,1,466,AM
327,6962181067,2016-05-03,12:00:00,1,394,AM
328,6962181067,2016-05-04,12:00:00,1,442,AM
329,6962181067,2016-05-05,12:00:00,1,467,AM
330,6962181067,2016-05-06,12:00:00,1,443,AM
331,6962181067,2016-05-07,12:00:00,1,298,AM
332,6962181067,2016-05-08,12:00:00,1,541,AM
333,6962181067,2016-05-09,12:00:00,1,489,AM
334,6962181067,2016-05-10,12:00:00,1,469,AM
335,6962181067,2016-05-11,12:00:00,1,452,AM
336,6962181067,2016-05-12,12:00:00,1,516,AM
337,7007744171,2016-04-16,12:00:00,1,79,AM
338,7007744171,2016-05-01,12:00:00,1,58,AM
339,7086361926,2016-04-12,12:00:00,1,514,AM
340,7086361926,2016-04-13,12:00:00,1,451,AM
341,7086361926,2016-04-14,12:00:00,1,472,AM
342,7086361926,2016-04-15,12:00:00,1,377,AM
343,7086361926,2016-04-19,12:00:00,1,472,AM
344,7086361926,2016-04-20,12:00:00,1,492,AM
345,7086361926,2016-04-21,12:00:00,1,390,AM
346,7086361926,2016-04-22,12:00:00,1,428,AM
347,7086361926,2016-04-24,12:00:00,1,681,AM
348,7086361926,2016-04-25,12:00:00,1,446,AM
349,7086361926,2016-04-26,12:00:00,1,485,AM
350,7086361926,2016-04-27,12:00:00,1,469,AM
351,7086361926,2016-04-28,12:00:00,1,354,AM
352,7086361926,2016-04-30,12:00:00,1,485,AM
353,7086361926,2016-05-01,12:00:00,1,388,AM
354,7086361926,2016-05-02,12:00:00,1,440,AM
355,7086361926,2016-05-03,12:00:00,1,456,AM
356,7086361926,2016-05-04,12:00:00,1,420,AM
357,7086361926,2016-05-06,12:00:00,1,322,AM
358,7086361926,2016-05-07,12:00:00,1,530,AM
359,7086361926,2016-05-08,12:00:00,1,481,AM
360,7086361926,2016-05-09,12:00:00,1,427,AM
361,7086361926,2016-05-11,12:00:00,1,451,AM
362,7086361926,2016-05-12,12:00:00,1,444,AM
363,8053475328,2016-04-20,12:00:00,1,486,AM
364,8053475328,2016-04-23,12:00:00,1,331,AM
365,8053475328,2016-05-07,12:00:00,1,74,AM
366,8378563200,2016-04-12,12:00:00,1,338,AM
367,8378563200,2016-04-13,12:00:00,2,447,AM
368,8378563200,2016-04-14,12:00:00,1,424,AM
369,8378563200,2016-04-15,12:00:00,1,513,AM
370,8378563200,2016-04-16,12:00:00,2,611,AM
371,8378563200,2016-04-17,12:00:00,2,525,AM
372,8378563200,2016-04-18,12:00:00,1,398,AM
373,8378563200,2016-04-19,12:00:00,1,387,AM
374,8378563200,2016-04-20,12:00:00,1,381,AM
375,8378563200,2016-04-21,12:00:00,1,396,AM
376,8378563200,2016-04-22,12:00:00,1,441,AM
377,8378563200,2016-04-23,12:00:00,1,565,AM
378,8378563200,2016-04-24,12:00:00,1,458,AM
379,8378563200,2016-04-25,12:00:00,1,388,AM
380,8378563200,2016-04-25,12:00:00,1,388,AM
381,8378563200,2016-04-26,12:00:00,1,550,AM
382,8378563200,2016-04-27,12:00:00,1,531,AM
383,8378563200,2016-04-28,12:00:00,1,506,AM
384,8378563200,2016-04-29,12:00:00,1,527,AM
385,8378563200,2016-04-30,12:00:00,1,468,AM
386,8378563200,2016-05-01,12:00:00,1,475,AM
387,8378563200,2016-05-02,12:00:00,1,351,AM
388,8378563200,2016-05-03,12:00:00,1,405,AM
389,8378563200,2016-05-04,12:00:00,1,441,AM
390,8378563200,2016-05-05,12:00:00,1,381,AM
391,8378563200,2016-05-06,12:00:00,1,323,AM
392,8378563200,2016-05-07,12:00:00,2,459,AM
393,8378563200,2016-05-08,12:00:00,1,545,AM
394,8378563200,2016-05-09,12:00:00,1,359,AM
395,8378563200,2016-05-10,12:00:00,1,342,AM
396,8378563200,2016-05-11,12:00:00,1,368,AM
397,8378563200,2016-05-12,12:00:00,1,496,AM
398,8792009665,2016-04-12,12:00:00,1,458,AM
399,8792009665,2016-04-13,12:00:00,1,531,AM
400,8792009665,2016-04-14,12:00:00,1,486,AM
401,8792009665,2016-04-15,12:00:00,1,363,AM
402,8792009665,2016-04-20,12:00:00,1,528,AM
403,8792009665,2016-04-22,12:00:00,1,391,AM
404,8792009665,2016-04-23,12:00:00,1,339,AM
405,8792009665,2016-04-27,12:00:00,1,423,AM
406,8792009665,2016-04-28,12:00:00,1,402,AM
407,8792009665,2016-04-29,12:00:00,1,398,AM
408,8792009665,2016-04-30,12:00:00,1,343,AM
409,8792009665,2016-05-01,12:00:00,1,503,AM
410,8792009665,2016-05-02,12:00:00,1,415,AM
411,8792009665,2016-05-03,12:00:00,1,516,AM
412,8792009665,2016-05-04,12:00:00,1,439,AM
